"TIME","INDIC_IS","GEO","IND_TYPE","UNIT","Value","Flag and Footnotes"
"2016","Last online purchase: between 3 and 12 months ago","Italy","Males, 16 to 24 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Italy","Females, 16 to 24 years old","Percentage of individuals","12",""
"2016","Last online purchase: between 3 and 12 months ago","Italy","Males 25 to 54 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Italy","Females 25 to 54 years old","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Italy","Males 55 to 74 years old","Percentage of individuals","6",""
"2016","Last online purchase: between 3 and 12 months ago","Italy","Females 55 to 74 years old","Percentage of individuals","3",""
"2016","Last online purchase: between 3 and 12 months ago","Cyprus","All Individuals","Percentage of individuals","7",""
"2016","Last online purchase: between 3 and 12 months ago","Cyprus","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Cyprus","Individuals, 16 to 24 years old","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Cyprus","Individuals, 25 to 54 years old","Percentage of individuals","8",""
"2016","Last online purchase: between 3 and 12 months ago","Cyprus","Individuals, 55 to 74 years old","Percentage of individuals","3",""
"2016","Last online purchase: between 3 and 12 months ago","Cyprus","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Cyprus","Males, 16 to 24 years old","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Cyprus","Females, 16 to 24 years old","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Cyprus","Males 25 to 54 years old","Percentage of individuals","8",""
"2016","Last online purchase: between 3 and 12 months ago","Cyprus","Females 25 to 54 years old","Percentage of individuals","8",""
"2016","Last online purchase: between 3 and 12 months ago","Cyprus","Males 55 to 74 years old","Percentage of individuals","3",""
"2016","Last online purchase: between 3 and 12 months ago","Cyprus","Females 55 to 74 years old","Percentage of individuals","2",""
"2016","Last online purchase: between 3 and 12 months ago","Latvia","All Individuals","Percentage of individuals","13","b"
"2016","Last online purchase: between 3 and 12 months ago","Latvia","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Latvia","Individuals, 16 to 24 years old","Percentage of individuals","19","b"
"2016","Last online purchase: between 3 and 12 months ago","Latvia","Individuals, 25 to 54 years old","Percentage of individuals","16","b"
"2016","Last online purchase: between 3 and 12 months ago","Latvia","Individuals, 55 to 74 years old","Percentage of individuals","6","b"
"2016","Last online purchase: between 3 and 12 months ago","Latvia","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Latvia","Males, 16 to 24 years old","Percentage of individuals","22","b"
"2016","Last online purchase: between 3 and 12 months ago","Latvia","Females, 16 to 24 years old","Percentage of individuals","15","b"
"2016","Last online purchase: between 3 and 12 months ago","Latvia","Males 25 to 54 years old","Percentage of individuals","16","b"
"2016","Last online purchase: between 3 and 12 months ago","Latvia","Females 25 to 54 years old","Percentage of individuals","16","b"
"2016","Last online purchase: between 3 and 12 months ago","Latvia","Males 55 to 74 years old","Percentage of individuals","7","b"
"2016","Last online purchase: between 3 and 12 months ago","Latvia","Females 55 to 74 years old","Percentage of individuals","6","b"
"2016","Last online purchase: between 3 and 12 months ago","Lithuania","All Individuals","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Lithuania","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Lithuania","Individuals, 16 to 24 years old","Percentage of individuals","16",""
"2016","Last online purchase: between 3 and 12 months ago","Lithuania","Individuals, 25 to 54 years old","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Lithuania","Individuals, 55 to 74 years old","Percentage of individuals","3",""
"2016","Last online purchase: between 3 and 12 months ago","Lithuania","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Lithuania","Males, 16 to 24 years old","Percentage of individuals","15",""
"2016","Last online purchase: between 3 and 12 months ago","Lithuania","Females, 16 to 24 years old","Percentage of individuals","17",""
"2016","Last online purchase: between 3 and 12 months ago","Lithuania","Males 25 to 54 years old","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Lithuania","Females 25 to 54 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Lithuania","Males 55 to 74 years old","Percentage of individuals","3",""
"2016","Last online purchase: between 3 and 12 months ago","Lithuania","Females 55 to 74 years old","Percentage of individuals","3",""
"2016","Last online purchase: between 3 and 12 months ago","Luxembourg","All Individuals","Percentage of individuals","10",""
"2016","Last online purchase: between 3 and 12 months ago","Luxembourg","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Luxembourg","Individuals, 16 to 24 years old","Percentage of individuals","16",""
"2016","Last online purchase: between 3 and 12 months ago","Luxembourg","Individuals, 25 to 54 years old","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Luxembourg","Individuals, 55 to 74 years old","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Luxembourg","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Luxembourg","Males, 16 to 24 years old","Percentage of individuals","15",""
"2016","Last online purchase: between 3 and 12 months ago","Luxembourg","Females, 16 to 24 years old","Percentage of individuals","16",""
"2016","Last online purchase: between 3 and 12 months ago","Luxembourg","Males 25 to 54 years old","Percentage of individuals","8",""
"2016","Last online purchase: between 3 and 12 months ago","Luxembourg","Females 25 to 54 years old","Percentage of individuals","9",""
"2016","Last online purchase: between 3 and 12 months ago","Luxembourg","Males 55 to 74 years old","Percentage of individuals","11",""
"2016","Last online purchase: between 3 and 12 months ago","Luxembourg","Females 55 to 74 years old","Percentage of individuals","7",""
"2016","Last online purchase: between 3 and 12 months ago","Hungary","All Individuals","Percentage of individuals","12",""
"2016","Last online purchase: between 3 and 12 months ago","Hungary","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Hungary","Individuals, 16 to 24 years old","Percentage of individuals","19",""
"2016","Last online purchase: between 3 and 12 months ago","Hungary","Individuals, 25 to 54 years old","Percentage of individuals","15",""
"2016","Last online purchase: between 3 and 12 months ago","Hungary","Individuals, 55 to 74 years old","Percentage of individuals","6",""
"2016","Last online purchase: between 3 and 12 months ago","Hungary","Individuals, 75 years old or more","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Hungary","Males, 16 to 24 years old","Percentage of individuals","18",""
"2016","Last online purchase: between 3 and 12 months ago","Hungary","Females, 16 to 24 years old","Percentage of individuals","19",""
"2016","Last online purchase: between 3 and 12 months ago","Hungary","Males 25 to 54 years old","Percentage of individuals","14",""
"2016","Last online purchase: between 3 and 12 months ago","Hungary","Females 25 to 54 years old","Percentage of individuals","15",""
"2016","Last online purchase: between 3 and 12 months ago","Hungary","Males 55 to 74 years old","Percentage of individuals","6",""
"2016","Last online purchase: between 3 and 12 months ago","Hungary","Females 55 to 74 years old","Percentage of individuals","5",""
"2016","Last online purchase: between 3 and 12 months ago","Malta","All Individuals","Percentage of individuals","7",""
"2016","Last online purchase: between 3 and 12 months ago","Malta","Individuals, 15 years old or less","Percentage of individuals",":",""
"2016","Last online purchase: between 3 and 12 months ago","Malta","Individuals, 16 to 24 years old","Percentage of individuals","14",""
"2016","Last online purchase: between 3 and 12 months ago","Malta","Individuals, 25 to 54 years old","Percentage of individuals","9",""
